reviews,ratings,reviews_en
คุณหมอ พยาบาล และเจ้าหน้าที่ มีความเป็นกันเองมาก ทำให้มีความสบายใจเมื่อต้องไปที่โรงพยาบาลนี้  แม้ว่าช่วงนี้จะปรับปรุงสถานที่ และสร้างตึกใหม่อยู่ แต่ก็ยังได้รับบริการที่ดี  สำหรับบรรยากาศภายในโรงพยาบาล ถือว่าดี เพราะภายในมีสวนหย่อม นั่งพักผ่อนได้ หรือหากต้องการฆ่าเวลา ก็มีตลาดนัดให้ไปเดินจับจ่าย ซื้อของ,1,"Doctors, nurses and staff There is a very friendly The peace of mind to go to this hospital. Although this will improve the site. And build a new building It was a great service. For the atmosphere within the hospital as well as a garden. Sit, relax Or to kill time It has a market to go shopping."
"หมออายุรกรรม(ห้องฉุกเฉิด)รอบวันที่30 มิ.ย.2561
บริการได้หวยแตกมากๆ ผมมาเจาะเลือดวัดผลไข้เลือดออกตั้งแต่เวลา 13.00น
ผลออกมาแล้วตั้งนานแต่กลับไม่มาตรวจว่าจะเอาอย่างไรกับคนไข้ปล่อยให้ผมรอจนถึง5.30นผมเดินไปถามหมอ หมอบอกว่าต้องรออีก และหมอทั้งสองท่านก้อยังนั้งอยู่ที่โต๊ะของตัวเองอย่างสบายใจ

ส่วนพยาบาลก้อทำงานตลอดดีหน่อย
แต่ผู้ช่วยพยาบาลนี่ไม่ไหวหาแต่ของกินและจับกลุ่มคุยกันสบายใจเลย",0,"Doctor of Medicine (Emergency rooms appear glamorous) around June 30, 2561.
Service was very poor I come from dengue blood test 13.00.
The result was a long time ago, but did not check whether the patient about letting me wait until 5:30, I went to ask the doctor. The doctor said to wait You and I both know there are seats at the table for their own peace of mind.

The nurses do not work as well.
But this is not a nurse, but a swarm of eating and talking uncomfortable at all."
"26/3/61 ไปรอตรวจที่ชั้น9Aตั้งแต่8โมง ยันบ่าย3. ยังไม่ได้ตรวจเลย. หมอห้องเบอร์5 เป็นผู้หญิง เรายืนแอบมองเห็นเพราะมีคนไข้เปิดประตูไปถามหมอเมื่อไหร่จะเรียกรอนานแล้ว ทั้งๆที่ในห้องก็ไม่มีคนไข้เลย. หมอตอบมาว่า""รอนานยังไงก็ต้องรอค่ะ"" 7 ชั่วโมง ตรวจไป13คน. รอหมอห้องนี้เยอะมาก พอตรวจเสร็จคนไข้ออกมา ก็ไม่กดเรียกคิวต่อไป. แย่มากมีแต่คนไข้ว่า. ",0,"03.26.61 9A to pending class from 8 am until 3 pm has not been reviewed yet. Doctor's room number 5 was a woman standing there because I see the patients when the doctor opened the door and asked to wait a long time. In spite of the patients did not have any. I said, ""Wait for me I have to wait here,"" 7 to 13 hours of people. Doctor's waiting room a lot. Check out the complete patient enough It's not called the next cue. But that is a terrible patient."
บริการดีอยู่ค่ะแต่พยาบาลหญิงแพน ศรรยกรรมชายชั้น8คนตัวอ้วนสูงดำ ไม่รู้ชื่อค่ะเราแค่ถามดีๆกลับด่าเราเช่ยแถมยังทำท่าเป่ปากใส่แล้วเดินหนีอีกคนป่วยปวดท้องเราก็ไม่รู้จะทำไงแค่พูดดีกับเราก็ไม่ได้ยังด่า ชุดที่คุณใส่น่าจะอยู่ทึ่คนดีๆค่ะปากแบบนี้ไม่น่าได้ใส่ชุดดีๆเลยค่ะมีแต่คำด่าป้าเตียงข้างๆและอีกหลายคนก็โดนเหมือนกันค่ะ,0,"Service is good, but the Pan female nurses. Arrow Dental RY male 8th floor of a high fat black. You name it, we just ask you to think most of us also acted Pei mouth and walk away, another sick stomach upset we did not do it just to say we do not know yet. What you wear should be good people respect my mouth is not good to wear it, but damn bed next to me and many other people did not like it."
บริการแย่มาก ข้ามคิว กดเบอร์คนที่มาที่หลังไปก่อนคนมาก่อน ไม่แฟร์ และหมอไม่ค่อยใส่ใจคนไข้ อยากให้ปรับปรุง,0,"Terrible service crossing the queue, press the number who come back to them before, not fair and I do not care patients. Want updates"
พนักที่นี่เค้าไม่แบ่งระว่างการใช้เงินสดหรือบัตรประกันสังคมเค้าบริการดีทุกคน,1,A break here may not have the spare cash to use that card or social security services for all people.
มีความล้าช้า คนใช้บริการมาก พนาบาลดูแลไม่ทั่วถึง,1,People have delayed a lot. Nursing care of uneven
อาจารย์หมอสุรศักดิ์ เก่าเอี้ยน ให้คำแนะนำดี,1,Professor Dr. Surasak old Yang gives good advice.
รพ.ราชวิถี คลีนิกพิเศษ คุณหมอและคุณพยาบาลดูแลดีมาก ตรวจอย่างละเอียดและให้คำแนะนำทุกอย่าง เส้นทางในรพ.ถึงแม้จะคับแคบ แต่มีลูกศรชี้ให้ตามทางเดินทุกช่วงและสามารถสอบถามใครก็ได้ ห้องน้ำสะอาดและสวยงามมาก แผนกERถึงบางครั้งเป็น นศพ.แต่ก็รักษาได้ดีมี อ.หมอคอยกำกับและดูแลอย่างใกล้ชิด เดินทางสะดวกติดรถไฟฟ้า สามารถใช้สิทธิเบิกตรงได้หากเป็นข้าราชการ พยาบาลฝ่ายคัดกรองช่วยให้คำปรึกษาและส่งตัวไปยังแพทย์เฉพาะที่ดีสุดในวันนั้น ถือว่าเป็น รพ.รัฐ ที่ดีพร้อมทุกอย่าง ทั้งบุคลากร เครื่องมือ การเดินทาง ค่าใช้จ่ายที่ค่อนข้างถูกมาก และคลีนิกพิเศษ ที่ไม่ต้องรอนานมาก,1,"Hospital Rajvithi Clinics extra doctors and nurses very good care of you. Thorough inspection and make recommendations for everything. In the hospital, although cramped. However, with an arrow pointing to the passage all over and ask someone. Bathrooms are clean and beautiful ER departments to sometimes be The funeral. It was a great treat. In. The doctor who directed and supervised closely. Easy access to BTS This withdrawal can be exercised if a public official. Nursing assistant department screening, counseling, and referral to a specialist who is considered the best in the hospital a great state with all the personnel, equipment, travel costs are relatively cheap. Clinics and Special Do not wait too long"
ประทับใจในการรักษาของแพทย์ทุกคนที่ตั้งใจให้การช่วยเหลือผู้ป่วย,1,Impressive in its treatment of all physicians who intend to help the patient.
พญาบาล คุณหมอพูดจาดีมากค่ะ ดีกว่าแต่ก่อนเยอะมากกกกกก,1,"Paya Governance doctors speak very good. Better, but not very good."
เป็นมะเร็งที่รังไข่ค่ะ มาหาหมอแรกๆก็กลัวและตื่นเต้นคุณหมอก็ตรวจเพิ่มและส่งตรวจเพิ่มเติมอีกหลายอย่างและหาวันผ่าตัดให้ทันทีเร็วสุดคือสองเดือนครึ่ง คุณหมอและพยาบาลที่นี่พูดเพราะและให้คำแนะนำทีี่ดีมากปฏิบัติกับคนไข้แบบไม่รังเกียจและไม่แยกชนชั้นของคนไข้ ดิฉันรู้สึกขอบพระคุณและชื่นชมคุณหมอคุณพยาบาลที่ราชวิถีที่ให้โอกาสดิฉันมีความสุขกับชีีวิตน้อยๆนี้ต่อไปค่ะ,1,"Ovarian cancer is not The first doctor was scared and excited doctor examine it and add additional tests for several days, and surgery is the fastest two and a half months away. Doctors and nurses say this because great spell and advise patients not treated with disdain and not a separate class of patients. I feel very thankful and appreciate your doctor your medical Rajvithi for the opportunity I was happy with this little Chii switch to it."
บริการขั้นพื้นฐานที่รวดเร็ว เป็นระบบขั้นตอน ไม่ทำให้ผู้ป่วยเสียเวลานาน,1,The basic service is fast A step Patients do not waste time.
คุณหมอและพนักงานบริการดีค่ะ,1,Doctors and staff there.
เป็นโรงพยาบาลของรัฐที่มีการดูแลประชาชนค่อนข้างดี แต่ใช้ระยะเวลาค่อนข้างนาน,1,The public hospitals are caring for the public good. It takes quite a long time
ผ่าตัดเมื่อวันที่ 4/1/60 นอนห้องพิเศษชั้น 8 คุณพยาบาลใจดี ดูแลดีมาก ๆ เข้ามาถามเป็นระยะว่าปวดมั้ย อยากได้ยาแก้ปวดมั้ย,1,Surgery on 04.01.60 bedroom floor 8 you kindly nurse care much into question as it pains me. I want a painkiller.
บริการดี. เป็นมิตร,1,Good service. Friendly
เดินทางสะดวก ทางรพ.มีความพยายามในการให้บริการที่ดี แต่คนใข้มากจริงๆ วันนี้ก็เต็มไปหมด แถวยาวเกือบรอบรพ. :(,1,"Convenient to the hospital in an effort to provide better service. But really Usage Today, it's all over Nearly a long line around the hospital. :("
ต้องปรับปรุงอย่างแรง..ครับ วันนี้ไปตรวจตาถึงรพ.6:30ทำบัตรใหม่พร้อมกับเพื่อนน้องอีกคน ผมได้คิว176 น้องได้คิว170 น้องได้ห้อง1ตรวจเสร็จ10โมง ส่วนผมได้ห้อง6(ขอไม่เอ่ยชื่อคุณหมอละกันครับ)รอจนจะบ่าย2ยังไม่ได้รับการตรวจ ไม่อยากนึกถึงคิวก่อนหน้าผมอีกเท่าไร หลังผมอีกเท่าไร ไม่ไหวครับรับไม่ได้จริงๆที่ต้องใช้เวลา7-8ชั่วโมงเลยไปรายงานไว้ที่ศูนย์ฯของรพ.ให้ปรับปรุงอย่างเร่งด่วนแล้วก็กลับบ้านเลยครับไม่ตรงไม่ตรวจแล้วครับแบบนี้,0,"Improvements to the force.. I. Today, to the eye hospital 6:30 a new card with my younger brother, I've got a queue queue 176 170. It has completed a first review at 10 o'clock. I have 6 rooms (ask your doctor, do not mention the name of it) to wait until the afternoon 2 has not been detected. I think the queue before me much. Behind me how I do not really get to spend 7-8 hours to report it to the Center of the hospital to improve urgently, then went home I did not check it now."
ระบบห่วย บัตรทองตีเปนเสียเงินเอง พยาบาลช้า ไล่ไปห้องนั่นที่นี้ที รอมาตั้งแต่เช้า เปนรพ.ที่แย่มากๆบริการแย่ ไม่รุ้ว่ารักษาคนหรือสัตว์ ปากสุนัขมาก ค่ะ,0,Gold hit the lottery system as a waste of money to own hospital room shortly after that here. Waiting since morning As a hospital that terrible terrible service. Know that people treat animals or dogs mouth very much.
พนักงานปากโถส้วมสุดสุด...ทำหน้าตาก้ไม่ดี,0,Staff super toilet mouth ... do not look good.
มาคลอดลูกที่ รพ พยาบาล ให้ห้องคลอดและ จนท พยาบาล ที่ดูแลในตึกพักคนไข้ น่ารักทุกคน พูดจาดี ดูแล เอาใจใส่ดีมาก รวมไปถึง แม่บ้านทุกคน ขอบคุณ จนท ทุกคนด้วยนะคะ และขอเป็นกำลังใจในการทำงานคะ ตึก พิเศษ 5ก,1,The birth in the hospital delivery room nurse and nursing care for the patient to stay in the building's all very flattering attention to every housewife's all thanks to them. And a morale building that special 5.
อยากจะแนะนำครับ อาคารที่จอดรถถ้าเต็มแล้วทำไมต้องให้ขึ้นไปวนเล่นละครับ รปภ. ก็มีทุกชั้นทำไมไม่ใช้เครื่องมือในการสื่อสารแจ้งกันละครับ วนรถขึ้นไปมันเสียเวลาที่จอดก็ไม่มี หรือเก็บเงินจากการวนรถเล่นหรอครับ เรียนเพื่อทราบ,0,"I would recommend Storey car park is full, if I have to give up to play the part of my security guards. It is all class, why not use the tools of communication to notify each one. It's up to the car park was not a waste of time. Or collecting money from the play too. Learning to learn"
ให้การรักษาดีมาก บริการอื่นดีทุกเรื่องสถานที่เหมาะสม,0,To maintain good Other good all the right places.
ไปรักษาหัวใจที่โรงพยาบาลราชวีถีพยาบาลให้ความช่วยเหลือเป็นอย่างดี,1,To treat heart hospital royal royalty medical assistance as well.
เวรเปลพูดจาไม่ได้เรื่อง ตะโกนด่ากันข้ามหัวคนอื่น แย่ๆ,0,Fate empty talk do not matter Shouting to each other projectiles bad.
พนักงานห้องกรอกประวัติมารยาททรามมาก นึกถึงหัวอกคนกำลังป่วยบ้างนะ มายั่งหน้าบูทใส่คนไข้บ้าหรือเปล่าคุณ,0,Employees fill out a profile so vile manners. Recalling chests are some patients. The sustainable booth next to you is insane patients.
กราบขอบพระคุณ..คุณหมอพุทธิพร เย็นบุตร มากคะ ท่านมีเมตตา จิตใจดี ไม่ดุคนไข้ที่มาหา ดูแลไม่ถือตัว ไม่คิดว่าจะได้พบแพทย์จิตใจดีขนาดนี้ในโรงพยาบาลของรัฐ....ซึ้งน้ำใจคุณหมอมาก เก่งมากด้วย แอบได้ยินนักศึกษาแพทย์คุยกัน ว่าได้เรียนกับอาจารย์เราต้องเป็นแพทย์ที่ดีในอนาคตแน่ ได้ยินแล้วปลื้มใจแทนท่านจัง...,1,"Respectfully thank.. You act cool rationality many children do you have a compassionate heart, not scolded for patients. Take care not hold Doctors did not expect to find this in mind, a state hospital .... which is very generous with your doctor overheard students talking. We have learned that the instructors have a good doctor in the future too. I'm glad to hear you ..."
"ผมไม่คิดอย่างไรกับร.พ.ราชวิถีแต่ที่ร.พ,คีรีรัฐเก็บค่าวันสำคันคนละ๕๐บาทเอาออกเอาในพอกจา่ยตรงก็แพงมากๆ",0,"I do not think about the process. May. But the Rajvithi. May, Kiri state parks charge a day for 50 baht apiece removed the mask in direct expense is very expensive."
สำหรับแพทย์และพยาบาลที่ทำหน้าที่ดีอยู่แล้วก็ขอให้ดีต่อไปนะ แต่ที่ผมจะพูดถึงคือแพทย์และพยาบาลที่ไม่มีจรรยาบรรณ วินิจฉัยโรคมั่วซั่วและไม่ใส่ใจคนใข้ พูดจาหมาไม่แดก และส่วนใหญ่ผมก็มักจะเจอแต่ประเภทนั้น ถ้าพวกคุณไม่เต็มใจจะรักษาแล้วจะเรียนหมอมาทำ...อะไรล่ะครับ แล้วไม่ต้องมาอ้างน่ะครับว่าคนใข้เยอะ ในเมื่อคุณเลือกที่จะจบแพทย์แล้วคุณก็ต้องทำใจยอมรับในหน้าที่ของคุณอยู่แล้ว ถ้าไม่อยากเจอคนใข้หรือไม่เต็มใจจะรักษาก็ไปเป็นยามสิครับ ปล.ถ้ามีโอกาสเดี๋ยวผมจะบันทึกชื่อพร้อมพฤติกรรมมาให้ได้ชื่นชมกันนะครับ,0,"For doctors and nurses who do good anyway, it's good to know. But I will mention is that doctors and nurses who have no ethics. Diagnosis haphazardly and carelessly aided people. I do not speak the Riksdag And most often, I come across, but that category. If you are not willing to keep learning what I do ... it. I do not claim that aided me a lot. When you choose to end the doctor, you have to accept your role in it. If you do not want to see people gain or unwilling to treat it is to guard me. PS. If I had the opportunity to record the names and behavior come to appreciate them."
สงสารคุณหมอ คนไข้40-50คน หมอคนเดียว ยิ่งคนที่เรืยกชื่อวัดความดันชั่งน้ำหนัก คนไข้เป็น100 แต่ทีมไม่ถึง10คน ช้านิดช้าหน่อยก็รอหน่อย คนที่ใด้พบหมอก่อนก็เพราะเขามาก่อนเรา,1,"Poor Doctor of 40-50 patients a single doctor's name who matters raised blood pressure patients weighing 100, but a team of 10 people. I was a little slow, slow wait. People who believe the doctor before he was due to come before us."
วันนี้ไปตรวจร่างกายมา ขอชื่นชมพยาบาล เวชศาสตร์ครอบครัว ชั้น 9B โต๊ะ 2 ที่มีอายุหน่อย บริการดีมากๆ พอเข้าห้องตรวจห้อง 13 พญ.หัตถาญจน์ ก็พูดจาดีและเอาใจใส่ดีมาก ขอบพระคุณอย่างสูงครับ ปกติใช้บริการ รพ.เอกชน คราวนี้ใช้ รพ.ราชวิถี รู้สึกดีมากๆไม่ต่างกับ รพ.เอกชนที่เคยใช้บริการครับ และคิดว่าไม่ว่าคนไข้จะใช้สิทธิราชการ ประกันสังคม และบัตร 30 บาท การให้บริการก็คงไม่ต่างกัน เพราะทุกคนย่อมมีสิทธิเข้าถึงการรักษาพยาบาลที่เท่าเทียมกันตามรับธรรมนูญ ครับ,1,"Today's a physical examination We appreciate Hospital Family Medicine Class 9B Table 2 provides a bit good enough exam rooms to 13 rooms, MD. Hatha Kan was flattering and very attentive. Thank you very Usually a hospital, this time using a private hospital Rajvithi not feel very different. Hospital services have been privatized. And do not think that patients are entitled to the official use of Social Security cards and 30 Baht service would not differ. Because everyone is entitled to equal access to healthcare received by that Constitution."
หมอตรวจห้องฉุกเฉินเคยคุยกับคนไข้บ้างไหมคะ นึกว่ามาหาเด็กฝึกงาน แย่คะ ห่วยสุดๆ,0,Emergency room doctor had talked to some of my patients. That's not bad for a trainee shoddy deal.
อยากรู้ว่าใบชันสูตรบาดแผลปรกติกี่วันจึงจะได้รับเพราะรักษาตัวหายมาเกลือบสามเดือนแล้วยังไม่ได้รับเลยมีผลกับคดีความอย่างมากรออยู่อย่างเดียว..ไม่รู้ใครจะให้คำตอบได้บ้าง ทางตำรวจก็บอก รพ.ยังไม่ออกให้คือมันนานแล้วคะควรทำไงดีคะ,0,"That leaves mortem wounds, usually a few days to get it admitted it had salt for three months and has not been so effective in the case of a highly awaited one.. But I will answer it. The police say Hospital also issued a long time ago that it should do it."
พยาบาลพูดจาแย่มากๆ เงินเดือนที่ได้รับอยู่ ก็มาจากภาษีของประชาชนรึเปล่า,0,Nurses speak very bad The salary has been It comes from the taxes of the people there.
