reviews,ratings
พาคุณแม่มาผ่าข้อเข่าเทียมรพ.เลิศสิน โดยคุณหมอชาลี สุเมธวานิชย์ และทีมแพทย์ ขอขอบคุณจากใจจริง ทั้งแพทย์ พยาบาล รวมทั้งแม่บ้านประจำตึก ทุกคนให้การดูแลคนไข้ดีมาก เหมือนญาติ พูดจาไพเราะ ใจเย็น การดูแลคนไข้และการบริการดีมาก ไม่ต่างจากรพ.เอกชนเลย ขอบพระคุณจากใจจริง,1
บริการดี ตรวจตรงจุดตามที่คนใข้ต้องการ,1
สำหรับคุณที่โรงพยาบาลเลิดสินนะค่ะ ทุกคนพูดจากดีสอบถามรายละเอียดดีแม้แต่สิ่งเล็กน้อยเช่นคุณแม่ชอบทานอะไรเป็นพิเศษตอนตั้งครรภ์ พยาบาลดูแลเอาใจใส่ดีมาก คิดถึงที่ำรก็ประทับใจค่ะ เพราะเราไม่ค่อยเจอโรงพยาบาลของรัฐที่จะดูแลดีแบบที่นี่นะค่ะ ประทับใจมากเลยค่ะ,1
บริการค่อนข้างดี  แต่บางจุดยังต้องแก้ไขในเรื่องของการบริการ,1
ดีค่ะบริการดีแต่คนเยอะไปหน่อย,1
เจ็บ คอ มีเสมหะ ไอ เพียงเรามีอาการนิดหน่อยรีบไปพบแพทย?นอกจากจะทำให้เราหายจากอาการเหล่านั้นแล้ว เรายังไม่เป็นผู้แพร่เชื้อโรคด้วยค่ะ คลีนิคให้ยาตามอาการก็หายเร็วขึ้นค่ะ,1
ดีมากค่ะ,1
ไม่รู้จะรีบไปไหนกุตัวร้อนแทบตายกัวก้อปวด ไอ มี้สมหะ สุดๆก่อนมา2วันก็เปงหอบ วันนี้มาตรวจบอกกุไม่มีไข้ตัวไม่ร้อนปกติ ดูการทำก้อรู้คนไข้แมร่งตรวจส่งๆ ไล่ให้ยาแล้วกลับสุดท้ายเปงไง กุเปงเหมือนเดิม,0
โรงพยาบาลดีครับ หมอมีคุณภาพ แต่การบริหารจัดการน่าจะไม่ดีนัก การจัดระบบระเบียบ ไม่ดีทำให้การรับบริการติดๆขัดๆ พยาบาลบางท่านเลยใส่อารมณ์กับคนไข้โดยเฉพาะ พยาบาลห้องตรวจโรคข้อและกระดูก ยายป้าผมม้า ปากแดงหน้าเด้ง ยิ้มหน้าตาย ชอบพูดจาไม่ดีขวานผ่าซาก แต่ยังยอมรับว่าคุณหมอที่นี่โดยเฉพาะเรื่องกระดูก ยอดเยี่ยมครับ กดไลค์ ให้รัวๆๆๆ,1
โครตเหี้ยเลยแต่ละคนกูอยากฆ่ามันสัด..แต่คุณหมอใจดีมากๆ,0
ตั้งแต่ไปรักษาตัวที่โรงพยาบาลนี้ชอบค่ะคุณหมอก็ดูแลดี คุณพยาบาลก็พูดจาเพาะ,1
พาคุณแม่ไปรักษากระดูก คุณหมอรักษาดีมากสอบถามละเอียดใส่ใจ ไม่รีบร้อน แต่บุคลากรอื่นๆ ควรรับการอบรม พนักงานบางส่วน(ใหญ่) สอบถามรายละเอียดแล้วตอบไม่เต็มใจ ชักสีหน้า มีเฉพาะบางคนที่ตอบคำถามอย่างสุภาพ และแนะนำว่าในใบเอ็กซเรย์ ตรวจเลือด หรือการส่งไปตรวจที่อื่นๆ ควรแจ้งสถานที่ไว้ในใบส่งตรวจเลยจะได้ไม่ต้องคอยถามทุกคน จริงหรือไม่?,1
ไปแอ๊ดมิทผ่านิ่วที่โรงพยาบาลเลิศสินมาไม่กี่วันที่อยู่ที่นั่นได้รับการดูแลเอาใจใส่จากหมอ พยาบาล ผู้ช่วย แม่บ้าน. แม้กระทั่งผู้ป่วยด้วยกันเอง รู้สึกขอบคุณจริงๆค่ะ,1
ห้องน้ำสะอาด พัดลมเย็นดีค่ะ,1
ใช้เวลานานมากในการยื่นเอกสารรอตรวจ..รอหมอนาน..เป็นสองชั่วโมง.คนไข้ตัวสั่นไข้สูงให้กินยาลดไข้รอหมอ.สงสัยจะรู้ว่านาน..พยาบาลก้อหน้าไม่รับแขก.เลิกเป็นพยาบาลเถิดครับ,0
เมื่อวานไปตรวจร่างกายเพื่อเตรียมผ่าตัดมดลูก เจ้าหน้าที่ห้องเจาะเลือด เป็นผู้หญิงอ้วนผมสีทองนั่งเคลียเอกสารและให้บัตรคิวกับคนไข้ไม่รู้ไปหงุดหงิดอะไรมาแต่เช้าพูดจาไม่สุภาพพูดจาเหวี่ยงตะคอกใส่คนไข้ การที่คุณทำงานแบบนี้คุณก็รู้อยู่แล้วว่าพอคุณเข้ามาที่ทำงานคุณต้องเจอกับคนไข้ที่บางคนก็อายุเยอะแล้วอาจจะไม่รู้เรื่องอะไร แล้วเดี๋ยวนี้ห้องเจาะเลือดก็ปรับปรุงใหม่มีการเรียกคิวแบบงงๆคนที่เขาอายุเยอะแล้วมาคนเดี๋ยวไม่มีลูกหลานมาด้วยเขาก็ไม่รู้เรื่องอะไร พอเขาไปถามกลับตะคอกใส่ด้วยวาจาและกริ...,0
บริการแย่มากตั้งแต่หน้าประตูเข้าไปเลย ช่วยแก้ไขหนักมาก ถามจิงค่ะพอใจที่มาทำงานกันหรือเปล่า คุนๆเลือกทำงานบริการก้อบริการให้ดีกว่านี้หน่อย ไม่ใช่ทำงานแบบนี้ค่ะ บอกตรงๆนะค่ะถ้าหมอไม่นัดหรือไม่จำเป็น กุก้อไม่มาหรอก อธิบายอะรัยก้อไม่รู้เรื่อง ถามอะรัยก้อไม่เต็มใจที่จะตอบ ทำงานแบบนี้เพื่ออะรัยค่ะ ถ้าไม่อยากทำคุนมาทำทำไมค่ะ เปนทุกวัยเลยค่ะทั้งเจ้าหน้าที่ถึงพยาบาล ตั้งแต่วัยสาวยันมนุษย์ป้า,0
นัดตรวจอุลตร้าซาวด์ ตึกกาญจนาภิเษกชั้น 7 มาครั้งนี้ครั้งที่ 2 ครั้งแรกมาถึงพยาบาลแจ้งว่าหมอเพิ่งโทรมาลาป่วยตอน 9 โมงเลยโทรแจ้งคนไข้ไม่ทัน นัดอีกทีวันนี้ กว่าหมอจะมา สายไปเป็นชั่วโมง คนไข้อั้นฉี่จนต้องไปเข้าห้องน้ำก่อน พอจะตรวจต้องบิ้วท์ให้ปวดฉี่อีกรอบ (อุลตร้าซาวด์มดลูกจพตรวจและอ่านผลได้เมื่อกระเพาะปัสสาวะมีน้ำเต็ม) สอบถามพยาบาลต้องปวดแค่ไหนพยาบาลตอบว่าปวดใกล้จะราด ไม่อย่างนั้นอ่านผลไม่ได้ เราถามกลับคือตรวจไม่ไ้ด้ พยาบาลตอบกลับว่าตรวจได้แต่อ่านผลไม่ได้ คือก็ไม่รู้ว่าเป็นยังไง...,0
โรงพยาบาลของรัฐค่าบริการไม่แพงแถมยังมีสิทธิ์ใช้ฟรีเช่นประกันสังคม_คนที่หาว่าบริการไม่ดีควรคิดว่าหมอและพยาบาลที่นี่ต้องทำงานหนักแค่ไหน(มีคนไข้หลายหมื่นคนต่อวัน),1
ผมให้ 5 ดาวเลยครับ อาหารอร่อย บรรยากาศดี ดนตรีไพเราะ มาลองแอดมิสกันนะครับ^^,1
ฉุกเฉินยอดแย่ไม่ใส่ใจคนไข้พยาบาลหญิง หน้าห้องก็เลวพี่ผมโดนแก้วแทงเข้าฝ่ามือแก้วหักฝังในเลือดโชค รอหมอ ต้องกรอกประหวัด แต่มือเจ็บบ้าจริงๆ 1ชั่วโมง2ชั่วโมงก็แล้วยังไม่ได้ทำแผลจนเลือดแห้ง เวนกรรมมีจริงทำกับพี่ผมไว้ยังไงขอให้เจอกับครอบครัวคุณบ้าง แล้วกัน,0
โรงบาลอะดี แต่หมอดิแย่จัด ทำเจ็บก็เจ็บ ผมไม่ชอบเรยพูดตรงๆ,0
"รักษาระดับการบริการได้ ""ต่ำ"" เสมอต้นเสมอปลายมากครับ ถ้าวิสัยทัศที่ติดประกาศอยู่หน้าลิฟคือปี 2562 ก็เลื่อนออกไปอีกสักร้อยปีนะครับ เผื่อจะบรรลุ <3",0
ระบบจัดการที่จอดรถแย่มาก ขับวนแม่งเป็น ชม. ส่วนหมอบางคน(หมอเจ) ถืาคุณคิดว่ามันเป็นเเค่อาชีพ มันไม่ไก้มาจากใจของคุณ เลิกเป็นเถอะครับ จะได้ไม่เป็นภาระสังคม,0
พูดจาแย่มาก ต่อให้คลินิคพิเศษก็พูดจาแย่ ดูถูกคนไข้ พยาบาลตะคอกเขาไปทั่ว,0
พึ่งไปนอนรักษาตัวที่ ร.พ.เลิดสินค่ะ ส่วนใหญ่แล้วการบริการของพยาบาลมีทั้งดีและไม่ดีบางคนก็พูดไม่ดี เเต่ที่ดีกลับเป็นผู้ช่วยเหลือคนไข้ค่ะ ดีมากบริการโดยไม่รังเกียจคนไข้ซึ้งมาก ส่วนคุณหมอบอกเลยดีมากใส่ใจดูแล รักษาเป็นทีมค่ะ ตอนเช้ามาตรวจเป็นทีม กลางวัน เย็น ก็มาถามไถ่อาการตลอด ขอบคุณคุณหมอค่ะ,1
เมื่อวานไปทำฟันค่ะ คุงหมอน่ารักค่ะ ไม่ดุ เจ้าหน้าที่ก้อน่ารักค่ะ เสร็จแย้วให้คำแนะนำทำการรักษาต่อเรยค่ะ :),1
เสียเงินเองนะครับแต่ต้องมาวัดความดันเองพยาบาลบอกช่วยเหลือตัวเองน๊ะ???งั่นจะมากาหมอทำไมถ้าช่วยเหลือตัวเองขนาดนี้บริการของคัดกรองที่นี้ห่วยแตกมากพูดได้เลยทุกแผนกคัดกรองไม่ได้เรื่องนี้ขนาดตึกใหม่นะแต่คนยังเก่านิสัยไม่เปลี่ยน..แย่มาก,0
คนไข้อาหารเป็นพิษ แต่พยาบาลให้นั่งรอคิวคนไข้ที่ปวดหัว เป็นไข้ ปวดกล้ามเนื้อ... อาการจะแย่แค่ไหน คนไข้จะไม่ไหวก็ต้องนอนรอตามคิว,0
"พนักงานบางท่านพูดจากับคนไข้เหมือนกับคนไข้เคยไปทำร้ายร่างกายคุณพ่อเขาไว้..ในขณะที่ผมก็คือคนไข้คนหนึ่งที่เคยโดนพนักงานพูดไม่ดีมาเหมือนกันแต่ก็มีบางคนที่โดนหนักกว่าเช่นบางคนอายุเยอะหน่อยเข้าผิดที่..เดินผิดทางก็โดนพนักงานรพ.คุณด่าแต่ถ้าบางรายแต่งตัวธรรมดาหน่อยบวกกับไม่รู้ต้องไปที่ไหนยังไงอันนี้..โดนหนักเลย ขึ้นชื่อว่ารพ..ไม่มีคนไหนจะมาเลี้ยงสังสรรค์อยู่แล้วมีแต่คนเจ็บไข้มาเพื่อจะหวังพึ่งหมอพึ่งพยาบาลและการบริการที่ดีไม่ว่าจะรวยหรือจนต้องการ การบริการที่ดีที่เท่าเทียมเพราะอาชีพคุณต้องมีคำว่า""จรรยาบรรณ""เป็นตัวสร้างความมั่นใจให้กับคนไข้จึงอย่าให้เขารู้สึกว่าเจ็บทางใจมากกว่าเจ็บทางกาย..เวลามารพ.ที่ชื่อเลิศสินเลยครับ.",0
เป็นโรงพยาบาลที่เหี้ยที่สุดช้าที่สุด,0
รักษาคนไข้ดีมากๆๆๆๆๆ จนหายเลยๆๆๆๆๆๆๆๆๆๆ แย่ๆๆๆๆๆๆๆ เป็นหมอที่แย่มากๆๆๆๆๆๆๆๆๆๆ,0
บริการแย่มากกก มากี่ทีก็เหมือนเดิม ไม่พัฒนา พยาบาลก็ดุ เจ้าหน้าที่ตรงฉุกเฉินพูดจาไม่ได้เรื่อง ช้ามากก ควรปรับปรุงด้านการบริการอย่างมากกกก,0
ขอสอบถามหน่อยนะครับคือผมมีนิ้วโป้งเท้าเอียงไปมากจนปวดรำคาญมาหลายปีแล้วครับแล้วหัวเข่าซ้ายเหมือนกระดูกยื่นออกมางอเข่านานๆก็ปวดส่วนนิ้วเท้านั่งท่าเทพบุตรไม่ได้เลยครับเจ็บมากคือพอจะรักษาหายขาดมั้ยครับ,1
รพ. นี้ พยาบาลพูดจาหมาไม่แดกค่ะ ทำหน้าทำตาเหมือนหี ส้นตีนกุยังน่ามองกว่าอิก เรียกเกบตังจุกจิก น่ารำคาน รอนานมากทุกครั้ง ถ้าคนไกล้ตายก้อตายไปก่อนเรยค่ะ ใจเยนกันมาก เหี้ยมาก รพ. นี้ กุไม่ก้าคลอดลูกที่นี่ พี่ที่รุ้จักมาคลอดนี่ ลูกก็เสีย อย่างกับ รพ. ร้าง ต่อไปคงโดนปิดอ้ะ อีพยาบาลก้อปากดี ถ้ากุไม่ท้องกุกระโดดถีบไปร้ะ.,0
เวรเปลไม่ได้เรื่องค่ะเอาแฟนฉันไปห้องเอ็กซเรย วันนี้คือเค้าเจาะคอแล้วหายใจได้แค่ทางคอที่เจาะเท่านั้น ตอนกลับมาจากไปเอ็กซเรย เห็นแฟนดิ้นใหญ่ที่แท้เค้าหายใจไม่ออก คนที่เวรเปล เอาผ้าไปปิดท่อคอ เพระกลัวเสมหะกระเด็นใส่หน้า คืออะไรค่ะ กลัวหน้าเลอะ แต่ไม่กลัวว่าจะทำใครตายหรอค่ะ ถ้าจะกลัวเลอะมากไปหางานอื่นทำเถอะค่ะ อย่ามาทำให้คนอื่นเค้าเดือนร้อนนะค่ะเห็นเค้าไม่รู็สึกตัวพวกคุณจะทำอะไรยังไงกับเค้าก็ได้อย่างนั้นหรือค่ะ ช่วยเอาใจเค้ามาใส่ใจเราด้วย แฟนฉันเป็นอะไรไปจากฝือมือคุณเวรเปล ดิฉันถามหน่อยจะรับผิดชอบยังไงค่ะ,0
มาผ่าตัดทอมซิลโดยใช้สิทธิประกันสังคม.คุณหมอพิเชษและพยาบาลดูแลดีมากๆเลยค่ะ..รวมถึงพยาบาลที่ตึกหูคอจมูกก็ดูแลและเอาใจใส่คนไข้ตลอดเวลาเลยค่ะ..ประทับใจมากๆ.อยากขอบคุณทั้งคุณหมอและพยาบาลทุกๆท่านนะคะ,1
หมอพูดจาเพาะพยาบาญเอาใจใส่ดีครับ คุณหมอให้คำปรึกษาดี,1
เป็นโรงบาลที่ห่วยแตกมากทั้งหมอและเจ้าหน้าที่ เคยไปหาหมอตอนสี่ทุ่ม อาการคือเป็นไข้ ไอ แต่หมอกลับบอกว่า ทำไมถึงมาตอนนี้ เป็นแค่นี้ให้มาเวลาทำการ ถ้ามาเวลานี้คือคนไกล้ตายเท่านั้น. งงซิครับ,0
แนะนำให้เพิ่มเติมในส่วนของแพทย์ห้องฉุกเฉินให้มีจำนวนที่มากพอ วันนี้เราปวดท้องมาก เข้าห้องฉุกเฉินตั้งแต่ห้าโมง นี่หกโมงแล้วยังไม่ได้รับการถามอาการหรือตรวจจากแพทย์เลย ยังคงนอนปวดท้องบนเตียงอยู่,1
